"","capital_run_length_average","knn_pred1","knn_pred2","logm_pred1","logm_pred2"
"902",1.352,0,0,0,0
"903",2.607,0,0,0,0
"904",2.64026666666667,0,0,0,0
"905",2.98813333333333,0,0,0,0
"906",3.076,0,0,0,0
"907",1.222,0,0,0,0
"908",1.62673333333333,0,0,0,0
"909",1.871,0,0,0,0
"910",3.071,0,0,0,0
"911",1.535,0,0,0,0
"912",1.347,0,0,0,0
"913",1.357,0,0,0,0
"914",2,1,1,0,0
"915",1.111,0,0,0,0
"916",1.692,0,0,0,0
"917",2.79633333333333,0,0,0,0
"918",2.356,0,0,0,0
"919",2,0,0,0,0
"920",1.956,0,0,0,0
"921",2.42666666666667,0,0,0,0
"922",1.333,0,0,0,0
"923",3.7,0,0,0,0
"924",1.4,0,0,0,0
"925",1.73,0,0,0,0
"926",1.388,0,0,0,0
"927",1.068,0,0,0,0
"928",1.651,0,0,0,0
"929",4.25,0,0,0,0
"930",2.208,0,0,0,0
"931",1.666,1,1,0,0
"932",2.0714,0,0,0,0
"933",1.818,0,0,0,0
"934",2.282,0,0,0,0
"935",1.867,0,0,0,0
"936",1.8,0,0,0,0
"937",2.33786666666667,0,0,0,0
"938",1.8,0,0,0,0
"939",1.735,0,0,0,0
"940",1.682,0,0,0,0
"941",1.312,0,0,0,0
"942",1.8,0,0,0,0
"943",1.8,0,0,0,0
"944",1.65913333333333,0,0,0,0
"945",3.333,0,0,0,0
"946",1.48,0,0,0,0
"947",2.988,0,0,0,0
"948",1.8,0,0,0,0
"949",1.8,0,0,0,0
"950",1.8,0,0,0,0
"951",1.8,0,0,0,0
"952",10.036,0,0,0,0
"953",1,0,0,0,0
"954",5.264,0,0,0,0
"955",2.529,0,0,0,0
"956",1.491,0,0,0,0
"957",3.333,0,0,0,0
"958",1.67693333333333,0,0,0,0
"959",3,0,0,0,0
"960",2.059,0,0,0,0
"961",1.076,0,0,0,0
"962",6.666,0,0,0,0
"963",2.577,0,0,0,0
"964",1.812,0,0,0,0
"965",1.76126666666667,0,0,0,0
"966",2.642,0,0,0,0
"967",4.808,0,0,0,0
"968",2.09646666666667,0,0,0,0
"969",2.142,0,0,0,0
"970",2.333,0,0,0,0
"971",1.074,1,1,0,0
"972",3.918,0,0,1,1
"973",1.472,1,1,0,0
"974",3.298,0,0,0,0
"975",2.777,0,0,0,0
"976",1.864,1,1,0,0
"977",1.481,0,0,0,0
"978",1.231,0,0,0,0
"979",3.083,0,0,0,0
"980",1.269,0,0,0,0
"981",1.695,0,0,0,0
"982",1.541,0,0,0,0
"983",5.888,0,0,1,1
"984",2.902,0,0,0,0
"985",2,0,0,0,0
"986",2.236,0,0,0,0
"987",1.911,0,0,0,0
"988",3.333,0,0,0,0
"989",1,0,0,0,0
"990",1.714,0,0,0,0
"991",4.484,0,0,0,0
"992",1.663,0,0,0,0
"993",2.197,0,0,0,0
"994",2.982,0,0,0,0
"995",2.69626666666667,0,0,0,0
"996",17.952,0,0,0,0
"997",1.912,0,0,0,0
"998",1.768,0,0,0,0
"999",1.85,0,0,0,0
"1000",4.7,0,0,1,1
"1001",2.158,0,0,0,0
"1002",1.588,0,0,0,0
"1003",2.972,0,0,0,0
"1004",1,0,0,0,0
"1005",3.189,0,0,0,0
"1006",2.984,0,0,0,0
"1007",2.151,0,0,0,0
"1008",2.375,0,0,0,0
"1009",1.475,0,0,1,1
"1010",1.931,1,1,1,1
"1011",1.806,1,1,1,1
"1012",1.2,0,0,0,0
"1013",2.24,0,0,0,0
"1014",2.666,0,0,0,0
"1015",2.156,0,0,0,0
"1016",1.541,0,0,0,0
"1017",3.205,0,0,0,0
"1018",2.277,0,0,0,0
"1019",1.5,0,0,0,0
"1020",6.145,0,0,0,0
"1021",2.09,0,0,0,0
"1022",1.428,0,0,0,0
"1023",1.5,1,1,1,1
"1024",1.875,0,0,0,0
"1025",1.944,0,0,0,0
"1026",1,0,0,0,0
"1027",1,0,0,0,0
"1028",2.583,0,0,0,0
"1029",1.52893333333333,0,0,0,0
"1030",1,0,0,0,0
"1031",2.829,0,0,0,0
"1032",3.196,0,0,0,0
"1033",1.52,0,0,0,0
"1034",2.9,0,0,0,0
"1035",2.6162,0,0,0,0
"1036",1.823,0,0,0,0
"1037",2.5,0,0,0,0
"1038",1.333,0,0,0,0
"1039",1.851,0,0,0,0
"1040",1.166,0,0,0,0
"1041",2.07673333333333,0,0,0,0
"1042",1.166,0,0,0,0
"1043",1,0,0,0,0
"1044",1.611,1,1,0,0
"1045",2.178,1,1,0,0
"1046",1.25,0,0,0,0
"1047",1.769,0,0,0,0
"1048",2.84593333333333,0,0,0,0
"1049",1.6894,1,1,0,0
"1050",2.426,0,0,0,0
"1051",1,0,0,0,0
"1052",4.11,0,0,0,0
"1053",2.125,0,0,0,0
"1054",2.8,0,0,0,0
"1055",1.523,1,1,1,1
"1056",2.203,0,0,0,0
"1057",2.341,0,0,0,0
"1058",1,1,1,0,0
"1059",1.78413333333333,0,0,0,0
"1060",1.973,0,0,0,0
"1061",2.88526666666667,0,0,0,0
"1062",1.758,0,0,0,0
"1063",4.296,0,0,0,0
"1064",3.294,0,0,0,0
"1065",1.629,0,0,0,0
"1066",1.06666666666667,0,0,0,0
"1067",2.481,0,0,0,0
"1068",3.041,0,0,0,0
"1069",2.20493333333333,0,0,0,0
"1070",1.793,1,1,0,0
"1071",1.9,0,0,0,0
"1072",3.322,0,0,0,0
"1073",1.7756,0,0,0,0
"1074",1.592,0,0,0,0
"1075",2.524,0,0,0,0
"1076",1,0,0,0,0
"1077",2.77033333333333,0,0,0,0
"1078",1.37,1,1,0,0
"1079",1.877,0,0,0,0
"1080",1.488,0,0,0,0
"1081",3.333,0,0,0,0
"1082",4.476,0,0,0,0
"1083",1.722,1,1,0,0
"1084",4.309,0,0,0,0
"1085",1.614,1,1,0,0
"1086",2.8424,0,0,1,1
"1087",3.2,0,0,0,0
"1088",2.034,0,0,0,0
"1089",4.054,0,0,0,0
"1090",1,0,0,0,0
"1091",1.333,0,0,0,0
"1092",1.468,0,0,0,0
"1093",2.148,0,0,0,0
"1094",2.176,0,0,0,0
"1095",1,0,0,0,0
"1096",1,0,0,0,0
"1097",3.04466666666667,0,0,0,0
"1098",1,0,0,0,0
"1099",1.06666666666667,0,0,0,0
"1100",1,0,0,0,0
"1101",1.06666666666667,0,0,0,0
"1102",1.06666666666667,0,0,0,0
"1103",1,0,0,0,0
"1104",1.27553333333333,0,0,0,0
"1105",1.06666666666667,0,0,0,0
"1106",1,0,0,0,0
"1107",1,0,0,0,0
"1108",1,0,0,0,0
"1109",1,0,0,0,0
"1110",1,0,0,0,0
"1111",1.6,0,0,0,0
"1112",1,0,0,0,0
"1113",3.333,0,0,0,0
"1114",1.06666666666667,0,0,0,0
"1115",1,0,0,0,0
"1116",2,0,0,0,0
"1117",1.636,0,0,0,0
"1118",2.508,0,0,0,0
"1119",2,0,0,0,0
"1120",2.953,0,0,0,0
"1121",2.06053333333333,0,0,0,0
"1122",2.128,0,0,0,0
"1123",1.857,0,0,0,0
"1124",1,0,0,0,0
"1125",1.5512,0,0,0,0
"1126",5.15,0,0,0,0
"1127",1.547,0,0,0,0
"1128",2.135,0,0,0,0
"1129",3.184,0,0,1,1
"1130",1.523,0,0,0,0
"1131",1.176,0,0,0,0
"1132",2.75766666666667,0,0,0,0
"1133",2.33233333333333,0,0,0,0
"1134",5.56566666666667,0,0,0,0
"1135",1.629,0,0,0,0
"1136",5.593,0,0,0,0
"1137",2.531,0,0,0,0
"1138",4.325,0,0,0,0
"1139",2.166,0,0,0,0
"1140",2.31493333333333,0,0,0,0
"1141",1.307,0,0,0,0
"1142",1.74353333333333,0,0,0,0
"1143",2.595,0,0,0,0
"1144",3.888,0,0,0,0
"1145",1,1,1,1,1
"1146",1.51,0,0,0,0
"1147",2.138,0,0,0,0
"1148",1.222,1,1,0,0
"1149",1.647,0,0,0,0
"1150",2.161,0,0,0,0
"1151",2.018,0,0,0,0
"1152",2.232,0,0,0,0
"1153",1.4,0,0,0,0
"1154",2.117,0,0,0,0
"1155",1.565,0,0,0,0
"1156",5.3,0,0,0,0
"1157",3.183,0,0,0,0
"1158",2.1518,0,0,0,0
"1159",1.883,1,1,0,0
"1160",2.529,0,0,0,0
"1161",1.93466666666667,0,0,0,0
"1162",2.8338,0,0,0,0
"1163",2.111,0,0,0,0
"1164",3.8812,1,1,0,0
"1165",3,0,0,0,0
"1166",2.02293333333333,0,0,0,0
"1167",5.888,0,0,1,1
"1168",2.419,0,0,0,0
"1169",1,0,0,0,0
"1170",2.386,0,0,0,0
"1171",1.428,0,0,0,0
"1172",2.7,0,0,0,0
"1173",3.211,0,0,0,0
"1174",3.2772,0,0,0,0
"1175",3.233,0,0,0,0
"1176",1.976,0,0,0,0
"1177",2.42,0,0,0,0
"1178",1.4,0,0,0,0
"1179",1.91826666666667,0,0,0,0
"1180",1.5,0,0,0,0
"1181",1,0,0,0,0
"1182",1.444,0,0,0,0
"1183",1,0,0,0,0
"1184",3.07313333333333,0,0,0,0
"1185",2.4,0,0,0,0
"1186",2.21966666666667,0,0,0,0
"1187",1.666,0,0,0,0
"1188",1.677,0,0,0,0
"1189",2,0,0,0,0
"1190",1.062,0,0,0,0
"1191",4.379,0,0,0,0
"1192",2.12386666666667,0,0,0,0
"1193",1.222,0,0,0,0
"1194",1.2,0,0,0,0
"1195",1.601,0,0,0,0
"1196",2.44,0,0,0,0
"1197",1.99213333333333,0,0,0,0
"1198",2.2352,0,0,0,0
"1199",2,0,0,0,0
"1200",2.875,0,0,0,0
"1201",1.2,0,0,0,0
"1202",1.8,0,0,0,0
"1203",2.79246666666667,0,0,0,0
"1204",2.288,0,0,0,0
"1205",1.411,0,0,0,0
"1206",3.333,0,0,0,0
"1207",1.25,0,0,0,0
"1208",2.333,0,0,0,0
"1209",1.878,0,0,0,0
"1210",3.25,0,0,0,0
"1211",1.813,0,0,0,0
"1212",2.78366666666667,0,0,0,0
"1213",1,0,0,0,0
"1214",3.1,0,0,0,0
"1215",2.27013333333333,0,0,0,0
"1216",1.285,1,1,0,0
"1217",1.526,0,0,0,0
"1218",1.125,0,0,0,0
"1219",2.344,0,0,0,0
"1220",1.192,0,0,0,0
"1221",1.684,0,0,0,0
"1222",1.206,0,0,0,0
"1223",1.6694,0,0,0,0
"1224",4.437,0,0,1,1
"1225",1,0,0,0,0
"1226",1.592,0,0,0,0
"1227",1.129,0,0,0,0
"1228",1,0,0,0,0
"1229",1.5,0,0,0,0
"1230",1.428,0,0,0,0
"1231",1.4,0,0,0,0
"1232",2.77746666666667,0,0,0,0
"1233",2.7218,0,0,0,0
"1234",1.454,0,0,0,0
"1235",1,0,0,0,0
"1236",1.114,0,0,0,0
"1237",1.238,1,1,0,0
"1238",2.28926666666667,0,0,0,0
"1239",1.59,0,0,0,0
"1240",1.786,0,0,0,0
"1241",2.413,0,0,0,0
"1242",1.1,0,0,0,0
"1243",9.125,0,0,0,0
"1244",1.225,0,0,0,0
"1245",2.25293333333333,0,0,0,0
"1246",1,0,0,0,0
"1247",1.333,0,0,0,0
"1248",1.363,0,0,0,0
"1249",1.55906666666667,0,0,0,0
"1250",1.454,0,0,0,0
"1251",1.71733333333333,0,0,0,0
"1252",2.6,0,0,0,0
"1253",1.97713333333333,0,0,0,0
"1254",1.632,0,0,0,0
"1255",2.527,0,0,0,0
"1256",3.304,0,0,0,0
"1257",3.391,0,0,0,0
"1258",2.1424,0,0,0,0
"1259",3.333,0,0,0,0
"1260",1.698,0,0,0,0
"1261",2.18046666666667,0,0,0,0
"1262",1.7476,1,1,0,0
"1263",1.857,1,1,0,0
"1264",1.444,0,0,0,0
"1265",2.1662,1,1,1,1
"1266",1.414,0,0,0,0
"1267",5.2,0,0,1,1
"1268",5.8,0,0,0,0
"1269",1.119,0,0,0,0
"1270",1.64733333333333,1,1,0,0
"1271",1.727,0,0,0,0
"1272",1,0,0,0,0
"1273",1.12,0,0,0,0
"1274",1.666,0,0,0,0
"1275",1,0,0,0,0
"1276",2.12166666666667,0,0,0,0
"1277",1.411,0,0,0,0
"1278",1.131,1,1,1,1
"1279",1.138,1,1,0,0
"1280",1.787,0,0,0,0
"1281",1.218,0,0,0,0
"1282",1.89753333333333,0,0,0,0
"1283",1,0,0,0,0
"1284",2.391,0,0,0,0
"1285",2.136,1,1,0,0
"1286",7.326,0,0,0,0
"1287",6.822,0,0,0,0
"1288",7.531,0,0,0,0
"1289",1.6942,1,1,0,0
"1290",1.636,0,0,0,0
"1291",1.307,0,0,1,1
"1292",3.1114,0,0,1,1
"1293",2.5764,0,0,1,1
"1294",2.00186666666667,0,0,0,0
"1295",3.587,0,0,0,0
"1296",2.5,0,0,0,0
"1297",7.416,0,0,0,0
"1298",1,0,0,0,0
"1299",5.802,0,0,0,0
"1300",6.51,0,0,0,0
"1301",1.419,0,0,0,0
"1302",1,0,0,0,0
"1303",1,1,1,1,1
"1304",2.3408,0,0,1,1
"1305",1.505,0,0,0,0
"1306",2.193,0,0,1,1
"1307",1.9412,0,0,0,0
"1308",1.296,0,0,0,0
"1309",1.9978,0,0,0,0
"1310",1,0,0,0,0
"1311",1,0,0,0,0
"1312",1.797,0,0,0,0
"1313",1,0,0,0,0
"1314",1.11,0,0,0,0
"1315",1.125,0,0,0,0
"1316",2,0,0,0,0
"1317",1.518,1,1,0,0
"1318",4.5,0,0,0,0
"1319",1.88306666666667,0,0,0,0
"1320",2.79993333333333,0,0,0,0
"1321",2.23,0,0,0,0
"1322",1,0,0,0,0
"1323",1.462,0,0,0,0
"1324",1.488,0,0,0,0
"1325",2.178,0,0,0,0
"1326",1.75,0,0,0,0
"1327",1.032,0,0,0,0
"1328",1.576,0,0,0,0
"1329",1.542,0,0,0,0
"1330",1,1,1,1,1
"1331",1.653,0,0,0,0
"1332",2.11693333333333,1,1,0,0
"1333",4,0,0,0,0
"1334",3.122,0,0,1,1
"1335",2.587,0,0,0,0
"1336",2.621,0,0,0,0
"1337",2.057,0,0,0,0
"1338",1.428,0,0,0,0
"1339",13.333,0,0,0,0
"1340",1,0,0,0,0
"1341",1.642,0,0,0,0
"1342",2.352,0,0,0,0
"1343",2.241,0,0,0,0
"1344",1,0,0,0,0
"1345",1,0,0,0,0
"1346",2.22053333333333,1,1,0,0
"1347",2.076,0,0,0,0
"1348",3.117,0,0,0,0
"1349",1.36,0,0,0,0
"1350",1.89146666666667,0,0,0,0
"1351",2.31986666666667,0,0,0,0
"1352",2.769,0,0,0,0
"1353",2.284,0,0,0,0
"1354",1,0,0,0,0
"1355",2.484,0,0,0,0
"1356",1.555,0,0,0,0
"1357",1.117,1,1,0,0
"1358",2,0,0,0,0
"1359",1.47,0,0,0,0
"1360",1.292,0,0,0,0
"1361",1.666,0,0,0,0
"1362",1.9,0,0,0,0
"1363",1.714,0,0,0,0
"1364",1.166,0,0,0,0
"1365",1.8332,0,0,0,0
"1366",1.512,0,0,0,0
"1367",1.617,0,0,0,0
"1368",1.136,0,0,0,0
"1369",1.6242,0,0,0,0
"1370",1.489,0,0,0,0
"1371",1.72,0,0,0,0
"1372",1.488,0,0,0,0
"1373",1.372,0,0,0,0
"1374",1.266,0,0,0,0
"1375",1.272,0,0,0,0
"1376",1.111,0,0,0,0
"1377",1.5548,0,0,0,0
"1378",2.468,0,0,0,0
"1379",1.727,0,0,0,0
"1380",1.404,0,0,0,0
"1381",1.147,0,0,0,0
