Date,Location,MaxTemp,MinTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm
2017-02-10,NorahHead,29.9,22.2,0.2,7,24,87,79,1010.4,1006.8
2017-02-11,NorahHead,30.6,23.4,0,9,15,82,76,1008.1,1003
2017-02-12,NorahHead,29.4,23.6,0,20,20,88,88,1000.7,996.8
2017-02-13,NorahHead,25.9,20,1,15,22,52,58,1007.9,1007.2
2017-02-14,NorahHead,25.3,21.7,0,15,33,73,98,1014.7,1014.9
2017-02-15,NorahHead,27.4,19.1,26.4,11,11,83,64,1017.2,1014
2017-02-16,NorahHead,28.7,20,0.2,6,28,77,73,1012.3,1009.5
2017-02-17,NorahHead,28.5,21.7,0,19,41,89,84,1010.3,1006.1
2017-02-18,NorahHead,25.5,20.1,6.2,0,9,71,90,1006.2,1005.1
2017-02-19,NorahHead,24,19.4,2,22,13,86,82,1008.1,1006.5
2017-02-20,NorahHead,26,17.3,0,7,20,46,40,1011.2,1010.1
2017-02-21,NorahHead,27.4,18,0,11,9,53,61,1019.1,1018.2
2017-02-22,NorahHead,28.4,20.4,0,15,30,79,63,1021.2,1018.6
2017-02-23,NorahHead,28.1,20,0,20,26,79,73,1019.7,1017.5
2017-02-24,NorahHead,27.5,19.6,0,0,9,81,74,1020.1,1018.2
2017-02-25,NorahHead,23,20.4,0,7,33,89,100,1019.3,1018.8
2017-02-26,NorahHead,23.5,19.4,17,26,24,82,74,1021.1,1020.7
2017-02-27,NorahHead,25.1,19.1,7.2,22,22,84,77,1023,1021.9
2017-02-28,NorahHead,25.7,19.4,29,7,11,100,83,1022.3,1020.7
2017-03-01,NorahHead,26.6,19.9,31.2,0,17,100,86,1020.2,1018.7
2017-03-02,NorahHead,27.1,20,4.8,6,11,98,78,1017.8,1015.8
2017-03-03,NorahHead,25,19.8,28,15,11,95,97,1015.9,1015.2
2017-03-04,NorahHead,23.3,20.6,27.8,35,44,98,97,1013.4,1011.2
2017-03-05,NorahHead,23.3,19.8,3.6,6,15,82,88,1010.1,1009.4
2017-03-06,NorahHead,23.5,19.8,4,20,48,72,69,1011.9,1011.9
2017-03-07,NorahHead,23.3,19.5,0,39,41,76,77,1016.3,1016.3
2017-03-08,NorahHead,23.6,18.3,10.2,33,43,66,81,1017.6,1016.5
2017-03-09,NorahHead,23.2,18.4,0.4,37,41,70,76,1015.8,1015
2017-03-10,NorahHead,23.6,18.7,0.8,19,28,85,66,1014.5,1013.4
2017-03-11,NorahHead,25.4,17.3,0.2,7,19,74,58,1013.9,1012.4
2017-03-12,NorahHead,27.3,17.1,0,13,33,76,65,1010.9,1007.9
2017-03-13,NorahHead,28.7,21.5,0,11,19,85,76,1010.7,1011.9
2017-03-14,NorahHead,24.4,20.2,10.6,26,35,98,96,1018.8,1019
2017-03-15,NorahHead,25.9,19.8,32,30,30,100,81,1019.9,1018.1
2017-03-16,NorahHead,26.1,21.5,12.4,39,31,100,91,1012.1,1008.9
2017-03-17,NorahHead,23.3,20.9,9,57,57,100,80,1016.2,1018.2
2017-03-18,NorahHead,25.4,19.9,18.4,43,24,93,92,1021.2,1021.1
2017-03-19,NorahHead,27.3,21.2,6.8,31,19,100,85,1019.6,1017.6
2017-03-20,NorahHead,26.1,23.1,0.4,26,30,100,92,1018.1,1015.6
2017-03-21,NorahHead,28.9,22.7,0,17,17,97,85,1015.6,1012.6
2017-03-22,NorahHead,31,22.7,4.6,0,2,100,68,1012.9,1010.7
2017-03-23,NorahHead,23.6,21.2,2.8,20,24,89,86,1018.1,1016.9
2017-03-24,NorahHead,25.5,19,3.6,15,13,88,80,1019.5,1018.7
2017-03-25,NorahHead,25.1,19.6,0,0,19,77,74,1017.1,1014.2
2017-03-26,NorahHead,27.2,20,0,7,11,85,77,1015.5,1014.6
2017-03-27,NorahHead,27.6,20,0,4,28,85,72,1017,1012.6
2017-03-28,NorahHead,24.6,21.3,0,26,26,94,83,1013.6,1012.2
2017-03-29,NorahHead,27.4,21.7,0,6,31,99,85,1012.2,1007.5
2017-03-30,NorahHead,24.9,23.1,0,7,43,100,100,1007.2,1006.4
2017-03-31,NorahHead,21,15.4,72,24,43,74,75,1014.8,1014.5
2017-04-01,NorahHead,24.4,15.6,3.8,9,17,78,66,1017.6,1016.6
2017-04-02,NorahHead,22.8,17.9,0.6,41,43,62,63,1023.6,1023.2
2017-04-03,NorahHead,22.2,15,7.6,11,31,100,57,1027.1,1025.3
2017-04-04,NorahHead,23.4,16.3,6.8,35,28,70,79,1027.1,1025.5
2017-04-05,NorahHead,22.1,17,6.6,13,28,68,62,1025.7,1022.8
2017-04-06,NorahHead,24.3,13.9,0.2,6,9,67,55,1025.5,1023.7
2017-04-07,NorahHead,26,16.9,0,6,9,73,53,1027.7,1025.4
2017-04-08,NorahHead,26.5,15.7,0,2,20,65,61,1025.9,1021.4
2017-04-09,NorahHead,26.6,16.3,0,15,26,73,54,1015.6,1008.2
2017-04-10,NorahHead,18.9,11.2,9.4,15,15,51,50,1010.6,1008.8
2017-04-11,NorahHead,21.3,13.3,0,17,37,61,66,1016.9,1016.9
2017-04-12,NorahHead,21.2,15.8,38,17,37,86,85,1022.9,1021.4
2017-04-13,NorahHead,21.2,15.9,10.4,4,24,97,74,1023.5,1020.7
2017-04-14,NorahHead,23.8,15.7,0.4,7,13,78,56,1022,1019
2017-04-15,NorahHead,23.5,15.7,0.2,11,22,78,68,1020.7,1018.4
2017-04-16,NorahHead,24.7,15.9,0,6,9,73,61,1020.1,1017.6
2017-04-17,NorahHead,24.6,15.9,0,7,11,70,62,1023.9,1021.9
2017-04-18,NorahHead,25.3,16.6,0,6,15,68,63,1026.6,1025.1
2017-04-19,NorahHead,23.7,19.2,0.2,9,13,88,79,1029.7,1027.6
2017-04-20,NorahHead,23.9,17,1.2,0,19,79,45,1030,1027.2
2017-04-21,NorahHead,25.2,16.6,0.2,6,17,72,68,1028.1,1024.5
2017-04-22,NorahHead,24.2,18.7,0,0,13,81,72,1025.4,1022.4
2017-04-23,NorahHead,23.6,15.6,0,4,9,83,72,1024,1020.7
2017-04-24,NorahHead,23.8,16.4,0.2,9,11,93,74,1022.4,1018.6
2017-04-25,NorahHead,25.4,17.8,0,15,33,90,81,1014.6,1008.2
2017-04-26,NorahHead,24.5,17,3,7,19,81,47,1007.2,1002.9
2017-04-27,NorahHead,17.6,12.9,2.6,15,28,55,62,1014.8,1014.9
2017-04-28,NorahHead,18.6,12.3,1.2,15,22,61,62,1022,1020.3
2017-04-29,NorahHead,21.4,12.1,0,2,15,64,58,1020.6,1018.1
2017-04-30,NorahHead,21.5,14,1,9,20,87,74,1022.6,1020.7
2017-05-01,NorahHead,23.7,14.5,0.2,9,22,81,49,1019.5,1015.3
2017-05-02,NorahHead,24.2,15.3,0,7,17,60,61,1017.3,1015.4
2017-05-03,NorahHead,19.3,16,2.4,39,11,72,70,1025.9,1026.7
2017-05-04,NorahHead,20.5,13.9,7,11,15,73,63,1031.1,1029
2017-05-05,NorahHead,21.8,14.4,0,2,11,71,61,1030.8,1027.9
2017-05-06,NorahHead,24,13.3,0,7,22,77,58,1026.2,1021.8
2017-05-07,NorahHead,21,15.5,0.2,6,19,66,40,1023.6,1023.1
2017-05-08,NorahHead,19.4,11.1,0,7,22,57,66,1027.1,1024.6
2017-05-09,NorahHead,19.4,11.6,0,11,24,75,63,1026.3,1023.6
2017-05-10,NorahHead,19.6,12.2,0,11,20,70,68,1024.8,1021.8
2017-05-11,NorahHead,19.7,12.2,0,11,24,79,70,1024,1022.4
2017-05-12,NorahHead,18.9,14.2,9.2,22,11,98,81,1026.4,1023.9
2017-05-13,NorahHead,23.3,14.4,0.8,7,15,96,74,1024.8,1021.7
2017-05-14,NorahHead,19,15.6,0,6,19,92,73,1021.5,1019
2017-05-15,NorahHead,18.9,14,1.4,15,26,90,65,1016.1,1013.7
2017-05-16,NorahHead,19.5,11.6,2.6,11,15,66,61,1017.7,1016.4
2017-05-17,NorahHead,20.4,12.2,0,13,11,76,73,1023,1021.2
2017-05-18,NorahHead,22.2,14.3,0,7,28,88,74,1026.5,1024.1
2017-05-19,NorahHead,20.3,17.4,1.6,46,28,100,91,1025.1,1020.5
2017-05-20,NorahHead,24.5,17.3,14.8,22,7,98,80,1017.4,1015.6
2017-05-21,NorahHead,20.2,15,0.2,9,17,77,72,1020.4,1019.1
2017-05-22,NorahHead,20.6,15.6,0,7,15,90,81,1024,1021.6
2017-05-23,NorahHead,23.5,16.6,0,6,17,83,79,1021.9,1017.4
2017-05-24,NorahHead,23.2,15,1.2,9,13,83,40,1015.2,1012.5
2017-05-25,NorahHead,19.5,12,0,11,11,64,65,1020.9,1018.9
2017-05-26,NorahHead,18.6,11.3,0,9,17,75,66,1021.3,1019.7
2017-05-27,NorahHead,22.4,12.7,0,9,19,82,71,1021.7,1017.7
2017-05-28,NorahHead,22.4,13.3,0.2,17,13,73,55,1013.8,1010.3
2017-05-29,NorahHead,17.4,11.1,0,9,11,56,35,1017.8,1018.6
2017-05-30,NorahHead,16.5,7.3,0,7,6,60,49,1023.3,1020.5
2017-05-31,NorahHead,15.7,10,0,15,33,74,64,1024.8,1025.2
2017-06-01,NorahHead,16.1,9.9,1,17,22,60,58,1031.8,1030.5
2017-06-02,NorahHead,17.1,9.9,0,13,26,62,64,1032.1,1030.1
2017-06-03,NorahHead,17.2,12.3,3.8,19,31,77,88,1030.2,1027.8
2017-06-04,NorahHead,18,11.9,2.8,11,22,86,76,1027.6,1024.2
2017-06-05,NorahHead,18.8,10.6,0,9,6,93,62,1024.8,1021.6
2017-06-06,NorahHead,16.8,8.7,0,11,11,64,53,1019.4,1017.3
2017-06-07,NorahHead,17.2,10,40.8,56,11,100,95,1017.9,1018.1
2017-06-08,NorahHead,19,11.9,27.2,22,39,86,80,1023,1022
2017-06-09,NorahHead,19.4,13.2,3.4,11,39,87,88,1026.6,1025.4
2017-06-10,NorahHead,19.2,13.7,26.6,20,17,75,75,1030.9,1029.3
2017-06-11,NorahHead,17.1,13,14,11,11,100,91,1028.8,1025.7
2017-06-12,NorahHead,20.3,12.8,0,13,17,86,76,1024.4,1023.4
2017-06-13,NorahHead,18.9,12.9,0,11,33,86,77,1028.7,1028
2017-06-14,NorahHead,17.4,13.3,5,11,13,100,95,1030.7,1028.1
2017-06-15,NorahHead,21.5,12.9,2,13,9,92,79,1027.5,1024.6
2017-06-16,NorahHead,17.6,13.1,0.2,13,11,97,78,1025.2,1023.1
2017-06-17,NorahHead,19.3,14.4,0,28,22,92,83,1023.3,1021.3
2017-06-18,NorahHead,18.2,13.4,0.4,17,43,88,97,1024.2,1024.1
2017-06-19,NorahHead,18.2,14.1,27.2,11,15,87,89,1029.3,1027.7
2017-06-20,NorahHead,17.7,14.4,3.2,9,9,95,83,1027.9,1025.1
2017-06-21,NorahHead,18.2,10.7,1.6,9,9,83,74,1025.3,1024.6
2017-06-22,NorahHead,17.7,11.7,0,11,15,89,70,1027.8,1024.3
2017-06-23,NorahHead,18.8,10.5,0.4,6,11,92,73,1020.9,1015.2
2017-06-24,NorahHead,18.8,11,0,2,4,52,48,1017.5,1015.5
2017-06-25,NorahHead,19.1,10.4,0,9,7,62,45,1018.5,1015.4
2013-03-01,Penrith,18.1,16.1,37.8,17,13,99,99,NA,NA
2013-03-02,Penrith,19.9,14.6,15.8,17,22,92,82,NA,NA
2013-03-03,Penrith,23.9,16.7,3.4,11,17,96,66,NA,NA
2013-03-04,Penrith,27.4,18,4.8,7,11,98,49,NA,NA
2013-03-05,Penrith,28.2,16.7,0.2,4,15,82,51,NA,NA
2013-03-06,Penrith,28.7,17.2,0,2,7,93,53,NA,NA
2013-03-07,Penrith,30.3,15.7,0.2,0,9,86,39,NA,NA
2013-03-08,Penrith,29,15.8,0,7,11,89,44,NA,NA
2013-03-09,Penrith,30,16.5,0,2,7,87,41,NA,NA
2013-03-10,Penrith,30.5,16.7,0,4,6,84,44,NA,NA
2013-03-11,Penrith,29.8,18.3,0,0,6,98,49,NA,NA
2013-03-12,Penrith,28.1,17.5,0,4,7,90,54,NA,NA
2013-03-13,Penrith,30.9,15.4,0,4,11,88,39,NA,NA
2013-03-14,Penrith,27,17.4,0,0,6,87,70,NA,NA
2013-03-15,Penrith,25.5,20,2.4,6,7,95,75,NA,NA
2013-03-16,Penrith,31.2,19,0,7,7,98,54,NA,NA
2013-03-17,Penrith,24.8,17.2,0,17,15,59,36,NA,NA
2013-03-18,Penrith,24.3,12.9,0,13,6,58,37,NA,NA
2013-03-19,Penrith,25.7,12.5,0,2,9,71,42,NA,NA
2013-03-20,Penrith,27.3,12.8,0,0,7,92,44,NA,NA
2013-03-21,Penrith,30.3,14.5,0,4,20,98,45,NA,NA
2013-03-22,Penrith,31.9,17.1,0,9,11,74,46,NA,NA
2013-03-23,Penrith,31.6,20.7,0,4,4,64,48,NA,NA
2013-03-24,Penrith,33.4,18.7,0,2,11,82,42,NA,NA
2013-03-25,Penrith,30.8,14.4,0,0,2,68,33,NA,NA
2013-03-26,Penrith,29,16.9,0,0,4,94,58,NA,NA
2013-03-27,Penrith,33.1,19.9,0,7,7,98,52,NA,NA
2013-03-28,Penrith,33.5,18.6,0,0,11,99,37,NA,NA
2013-03-29,Penrith,24.4,14.9,2.6,4,15,54,50,NA,NA
2013-03-30,Penrith,26.2,13.3,0.2,0,9,74,45,NA,NA
2013-03-31,Penrith,25.8,16.4,0,7,17,78,43,NA,NA
2013-04-01,Penrith,27.1,16.3,0,0,4,70,44,NA,NA
2013-04-02,Penrith,27.8,13.5,0,6,9,85,34,NA,NA
2013-04-03,Penrith,19.5,14.9,0,9,9,98,72,NA,NA
2013-04-04,Penrith,20.3,15.2,2.8,9,6,99,99,NA,NA
2013-04-05,Penrith,22.3,15.3,13.6,0,4,98,65,NA,NA
2013-04-06,Penrith,22.5,13.8,0.2,2,6,99,60,NA,NA
2013-04-07,Penrith,25.1,12.4,0,4,2,79,51,NA,NA
2013-04-08,Penrith,25.4,11.9,0.4,2,9,92,45,NA,NA
2013-04-09,Penrith,24.9,13.7,0.2,9,6,82,98,NA,NA
2013-04-10,Penrith,25.4,12.5,3,4,9,99,51,NA,NA
2013-04-11,Penrith,27.6,12.1,0.2,0,6,93,31,NA,NA
2013-04-12,Penrith,26.3,13.9,0.2,0,6,89,48,NA,NA
2013-04-13,Penrith,26.5,12.1,0,4,13,99,46,NA,NA
2013-04-14,Penrith,30,12.3,0.2,2,2,83,31,NA,NA
2013-04-15,Penrith,26.8,12.6,0.2,2,4,88,52,NA,NA
2013-04-16,Penrith,20.7,16,18.4,0,11,99,81,NA,NA
2013-04-17,Penrith,23.7,12.5,0.2,0,4,80,54,NA,NA
2013-04-18,Penrith,25.6,13.5,0.2,4,20,86,59,NA,NA
2013-04-19,Penrith,21.4,12.1,0.2,20,24,51,36,NA,NA
2013-04-20,Penrith,18.4,13,7,15,20,87,76,NA,NA
2013-04-21,Penrith,21.4,10.1,11.4,6,9,64,48,NA,NA
2013-04-22,Penrith,24.4,12.5,0.8,0,13,90,37,NA,NA
2013-04-23,Penrith,24.9,8.7,0.4,2,4,78,50,NA,NA
2013-04-24,Penrith,23.1,8.6,0,0,2,72,38,NA,NA
2013-04-25,Penrith,22.9,8.8,0.2,2,6,72,41,NA,NA
2013-04-26,Penrith,25.4,8,0,2,9,82,42,NA,NA
2013-04-27,Penrith,25.6,9.5,0.2,2,9,86,44,NA,NA
2013-04-28,Penrith,28.9,9.8,0.2,0,9,86,27,NA,NA
2013-04-29,Penrith,27.9,10.6,0,0,4,69,44,NA,NA
2013-04-30,Penrith,25.2,16.1,0,0,7,98,59,NA,NA
2013-05-01,Penrith,27.3,17.6,0,4,0,92,53,NA,NA
2013-05-02,Penrith,20,11.6,0,17,9,50,49,NA,NA
2013-05-03,Penrith,23,8.6,0,4,11,88,44,NA,NA
2013-05-04,Penrith,26.1,9.7,0,7,22,52,49,NA,NA
2013-05-05,Penrith,19,11.6,0,9,6,56,41,NA,NA
2013-05-06,Penrith,20.5,7.1,0,4,7,73,48,NA,NA
2013-05-07,Penrith,21.3,12.9,0,6,7,75,64,NA,NA
2013-05-08,Penrith,22.5,9.6,0,2,7,100,51,NA,NA
2013-05-09,Penrith,24.1,8.8,0,0,4,100,45,NA,NA
2013-05-10,Penrith,23.7,8.4,0.4,0,4,99,43,NA,NA
2013-05-11,Penrith,22.5,9.5,0,0,4,82,59,NA,NA
2013-05-12,Penrith,23.1,11.6,0,2,9,100,55,NA,NA
2013-05-13,Penrith,19.6,9.7,0.4,0,4,100,75,NA,NA
2013-05-14,Penrith,20.7,11.7,0.6,7,9,78,36,NA,NA
2013-05-15,Penrith,20.9,4.5,0,6,13,85,39,NA,NA
2013-05-16,Penrith,21.1,10,0.2,13,20,65,42,NA,NA
2013-05-17,Penrith,19.6,7.1,0,4,20,52,36,NA,NA
2013-05-18,Penrith,20.3,5,0,2,13,72,33,NA,NA
2013-05-19,Penrith,19.9,4.1,0,6,11,59,33,NA,NA
2013-05-20,Penrith,20.1,3.9,0,0,7,92,42,NA,NA
2013-05-21,Penrith,22.6,5.6,0,7,7,58,41,NA,NA
2013-05-22,Penrith,15.7,5.4,0,7,6,98,69,NA,NA
2013-05-23,Penrith,15.1,9,15.6,9,17,96,98,NA,NA
2013-05-24,Penrith,18,12.3,6,15,11,79,98,NA,NA
2013-05-25,Penrith,21.4,9.5,1.6,2,6,74,41,NA,NA
2013-05-26,Penrith,20,4.6,0,4,4,98,41,NA,NA
2013-05-27,Penrith,19.4,5.8,0.2,2,9,99,55,NA,NA
2013-05-28,Penrith,19.1,9.2,1.4,0,9,99,82,NA,NA
2013-05-29,Penrith,16.9,9.6,0.4,0,0,100,94,NA,NA
2013-05-30,Penrith,21.3,8.7,0.2,2,4,100,65,NA,NA
2013-05-31,Penrith,23.8,7.6,0.2,0,2,100,55,NA,NA
2013-06-01,Penrith,19.9,9.7,0,0,11,99,83,NA,NA
2013-06-02,Penrith,15.6,12.9,8.4,9,13,100,69,NA,NA
2013-06-03,Penrith,18.9,10.9,13.4,17,6,50,36,NA,NA
2013-06-04,Penrith,20.4,5.2,0,0,2,95,50,NA,NA
2013-06-05,Penrith,17.2,6.7,0,2,4,99,81,NA,NA
2013-06-06,Penrith,15.6,8.4,0.2,2,0,99,83,NA,NA
2013-06-07,Penrith,22,10.9,0,2,15,98,46,NA,NA
2013-06-08,Penrith,17.6,8.7,0,6,2,81,61,NA,NA
2013-06-09,Penrith,19.8,7.5,0,2,11,99,61,NA,NA
2013-06-10,Penrith,13.9,7.3,0,0,6,100,99,NA,NA
2013-06-11,Penrith,18.9,6.8,3,0,4,100,69,NA,NA
2013-06-12,Penrith,14.2,7.2,0.2,2,2,100,99,NA,NA
2013-06-13,Penrith,20.2,8,8,4,11,100,54,NA,NA
2013-06-14,Penrith,19.9,7.2,0,13,19,87,47,NA,NA
2013-06-15,Penrith,19.5,10.5,0.2,17,19,55,41,NA,NA
2013-06-16,Penrith,18.1,4.9,0,0,11,88,46,NA,NA
2013-06-17,Penrith,17.7,3.5,0,6,20,85,50,NA,NA
2013-06-18,Penrith,17.9,3.7,0.2,0,13,98,45,NA,NA
2013-06-19,Penrith,16.9,8.3,1,19,17,64,46,NA,NA
2013-06-20,Penrith,16.6,8,0,11,7,63,53,NA,NA
2013-06-21,Penrith,16.7,5.3,0,0,6,98,46,NA,NA
2013-06-22,Penrith,15.5,3.4,0,0,11,98,78,NA,NA
2013-06-23,Penrith,14.1,7.8,4.2,11,7,97,83,NA,NA
2013-06-24,Penrith,13.9,10.3,2,7,6,84,81,NA,NA
2013-06-25,Penrith,14.8,9.5,8.4,9,7,99,99,NA,NA
2013-06-26,Penrith,18.6,11.3,21.2,15,15,99,72,NA,NA
2013-06-27,Penrith,17.5,12.1,3.2,7,7,98,94,NA,NA
2013-06-28,Penrith,17.1,11.3,0.6,7,4,99,85,NA,NA
2013-06-29,Penrith,12.9,11.9,18,7,13,99,99,NA,NA
2013-06-30,Penrith,16.9,11.3,8.6,6,0,93,70,NA,NA
2013-07-01,Penrith,18.6,5.9,0.2,4,6,99,56,NA,NA
2013-07-02,Penrith,18.6,4.1,0.2,2,4,99,58,NA,NA
2013-07-03,Penrith,17.6,3.7,0.2,0,4,99,63,NA,NA
2013-07-04,Penrith,23.2,2.3,0.2,4,15,99,35,NA,NA
2013-07-05,Penrith,19.3,6,0.2,17,26,51,32,NA,NA
2013-07-06,Penrith,17.6,2.6,0,6,11,75,31,NA,NA
2013-07-07,Penrith,19,1.5,0,0,2,89,41,NA,NA
2013-07-08,Penrith,18.1,2.5,0,0,11,99,40,NA,NA
2013-07-09,Penrith,16.1,5.3,0.2,6,7,89,65,NA,NA
2013-07-10,Penrith,15.6,8.1,0,0,6,98,79,NA,NA
2013-07-11,Penrith,17.4,3.7,0.2,4,7,99,60,NA,NA
2013-07-12,Penrith,17,5.2,0.2,4,7,99,66,NA,NA
2013-07-13,Penrith,17.2,5.8,0.2,0,6,99,69,NA,NA
2013-07-14,Penrith,19.4,6.8,0,2,11,99,60,NA,NA
2013-07-15,Penrith,16,10.4,0.6,0,4,100,96,NA,NA
2013-07-16,Penrith,19.6,11,0,4,4,100,75,NA,NA
2013-07-17,Penrith,23.1,10.3,0.8,0,4,100,56,NA,NA
2013-07-18,Penrith,21.8,8.7,0.2,0,4,100,68,NA,NA
2013-07-19,Penrith,18.8,10.9,0,13,9,97,79,NA,NA
2013-07-20,Penrith,19.9,7.8,0.2,2,13,98,35,NA,NA
2013-07-21,Penrith,16.5,5.6,0,4,20,46,32,NA,NA
2013-07-22,Penrith,17.3,3.5,0,7,24,76,30,NA,NA
2013-07-23,Penrith,17.4,2,0,2,15,86,45,NA,NA
2013-07-24,Penrith,18.1,7.2,0,22,9,50,44,NA,NA
2013-07-25,Penrith,18.8,2.6,0,2,9,98,42,NA,NA
2013-07-26,Penrith,19.2,2,0,0,4,99,42,NA,NA
2013-07-27,Penrith,18.9,2.3,0.2,0,9,97,50,NA,NA
2013-07-28,Penrith,18.2,3.9,0.2,2,6,98,62,NA,NA
2013-07-29,Penrith,23.1,4.3,0.2,0,7,99,43,NA,NA
2013-07-30,Penrith,20.4,6.9,0,0,6,98,57,NA,NA
2013-07-31,Penrith,17.3,11.6,0.2,13,11,78,64,NA,NA
2013-08-01,Penrith,19.3,4.9,0.2,0,4,98,40,NA,NA
2013-08-02,Penrith,20.6,5.1,0,0,11,99,35,NA,NA
2013-08-03,Penrith,20,5.4,0,9,13,57,30,NA,NA
2013-08-04,Penrith,19.3,9.5,0,7,19,60,33,NA,NA
2013-08-05,Penrith,20.8,4.8,0,6,15,69,36,NA,NA
2013-08-06,Penrith,23.4,5.9,0,2,24,58,33,NA,NA
2013-08-07,Penrith,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-08,Penrith,15.5,7.4,NA,9,19,69,63,NA,NA
2013-08-09,Penrith,18.8,4.5,0,2,4,77,47,NA,NA
2013-08-10,Penrith,24.3,4.8,0.2,0,6,78,34,NA,NA
2013-08-11,Penrith,21.9,3.5,0,0,4,90,33,NA,NA
2013-08-12,Penrith,25.8,6.2,0,0,30,97,53,NA,NA
2013-08-13,Penrith,21.9,4.6,0,17,15,32,28,NA,NA
2013-08-14,Penrith,23.5,7,0,11,20,55,24,NA,NA
2013-08-15,Penrith,18.9,9.5,0,20,11,37,27,NA,NA
2013-08-16,Penrith,21.1,2.8,0,4,26,89,29,NA,NA
2013-08-17,Penrith,24.2,6.3,0,2,20,57,33,NA,NA
2013-08-18,Penrith,23,8.3,0,19,13,41,25,NA,NA
2013-08-19,Penrith,20.8,7.1,0,17,35,41,29,NA,NA
2013-08-20,Penrith,16.1,4.3,0,6,26,42,30,NA,NA
2013-08-21,Penrith,17.6,2.3,0,6,13,62,34,NA,NA
2013-08-22,Penrith,17.9,2.1,0,4,15,83,39,NA,NA
2013-08-23,Penrith,18.9,8,0,17,24,48,45,NA,NA
2013-08-24,Penrith,22.7,5.6,0,2,7,67,36,NA,NA
2013-08-25,Penrith,24.5,5.3,0,4,2,93,31,NA,NA
2013-08-26,Penrith,20.9,4.9,0,2,4,66,36,NA,NA
2013-08-27,Penrith,22.8,8,0,2,4,67,34,NA,NA
2013-08-28,Penrith,24,7.1,0,0,9,79,31,NA,NA
2013-08-29,Penrith,23,7.2,0,2,13,83,42,NA,NA
2013-08-30,Penrith,28.5,10.3,0,7,15,67,25,NA,NA
2013-08-31,Penrith,24.1,9.4,0,4,4,66,32,NA,NA
2013-09-01,Penrith,24.4,7.3,0,0,7,78,35,NA,NA
2013-09-02,Penrith,25.4,7.3,0,2,4,84,34,NA,NA
2013-09-03,Penrith,24.6,7.8,0,0,6,85,35,NA,NA
2013-09-04,Penrith,25.3,8.7,0,0,9,98,34,NA,NA
2013-09-05,Penrith,28.3,8.3,0,2,2,92,35,NA,NA
2013-09-06,Penrith,28.6,11.2,0,4,7,76,38,NA,NA
2013-09-07,Penrith,32.1,12.2,0,2,17,93,19,NA,NA
2013-09-08,Penrith,20.7,15.8,0,6,6,80,67,NA,NA
2013-09-09,Penrith,27.2,14,0,4,11,82,43,NA,NA
2013-09-10,Penrith,32.3,15.4,0,24,30,24,17,NA,NA
2013-09-11,Penrith,25.4,8.8,0,2,20,66,18,NA,NA
2013-09-12,Penrith,24,7.1,0,2,17,57,27,NA,NA
2013-09-13,Penrith,18.9,9,0,7,11,56,49,NA,NA
2013-09-14,Penrith,24.3,11.7,2,4,19,98,56,NA,NA
2013-09-15,Penrith,23.3,10.3,0,7,11,68,50,NA,NA
2013-09-16,Penrith,18.1,13.1,0,4,2,87,85,NA,NA
2013-09-17,Penrith,24.6,14,16.8,9,24,82,42,NA,NA
2013-09-18,Penrith,25.5,14.3,0.2,19,17,46,27,NA,NA
2013-09-19,Penrith,23.6,13.8,0,9,30,28,28,NA,NA
2013-09-20,Penrith,21.9,7.5,0,15,28,39,49,NA,NA
2013-09-21,Penrith,24,6.5,0,4,7,47,32,NA,NA
2013-09-22,Penrith,25.7,7,0,4,9,58,25,NA,NA
2013-09-23,Penrith,29.9,9.2,0,4,6,61,23,NA,NA
2013-09-24,Penrith,32,12.8,0,0,26,76,16,NA,NA
2013-09-25,Penrith,33,11.2,0,4,26,50,16,NA,NA
2013-09-26,Penrith,31.6,11,0,4,33,47,22,NA,NA
2013-09-27,Penrith,25.9,5.7,0,6,9,33,14,NA,NA
2013-09-28,Penrith,29.9,6.3,0,6,33,49,13,NA,NA
2013-09-29,Penrith,26.8,10.1,0,4,9,32,21,NA,NA
2013-09-30,Penrith,32.2,7.4,0,6,7,45,15,NA,NA
2013-10-01,Penrith,34,13.5,0,17,30,36,31,NA,NA
2013-10-02,Penrith,27.3,7.3,0,9,20,36,22,NA,NA
2013-10-03,Penrith,21.8,11.3,0,22,24,38,40,NA,NA
2013-10-04,Penrith,22.5,7.8,0,15,7,39,25,NA,NA
2013-10-05,Penrith,30.2,6.3,0.2,2,13,51,17,NA,NA
2013-10-06,Penrith,34,9.7,0,4,17,55,12,NA,NA
2013-10-07,Penrith,24.6,13.6,0,13,17,46,41,NA,NA
2013-10-08,Penrith,24.2,10.3,0,6,20,58,44,NA,NA
2013-10-09,Penrith,32.5,7.6,0,2,9,67,18,NA,NA
2013-10-10,Penrith,37.1,10.9,0,6,22,28,7,NA,NA
2013-10-11,Penrith,27.8,14.8,0,7,6,74,29,NA,NA
2013-10-12,Penrith,33.1,9.3,0,4,13,58,15,NA,NA
2013-10-13,Penrith,35.3,13.9,0,4,30,58,8,NA,NA
2013-10-14,Penrith,21.9,12.8,0,22,15,39,30,NA,NA
2013-10-15,Penrith,26.6,6.3,0,4,4,39,15,NA,NA
